1000110.log:done with 1008510-2007-01-14 03:00
1010110.log:done with 1015510-2008-04-17 14:00
1010110.log:done with 1015510-2008-05-29 07:00
1010110.log:done with 1015510-2008-05-29 08:00
1010110.log:done with 1015510-2008-05-29 09:00
1010110.log:done with 1015510-2008-05-29 10:00
1010110.log:done with 1015510-2008-05-29 11:00
1010110.log:done with 1015510-2008-05-29 12:00
1010110.log:done with 1015510-2008-05-29 13:00
1010110.log:done with 1015510-2008-05-29 14:00
1010110.log:done with 1015510-2008-05-29 15:00
1010110.log:done with 1015510-2008-05-29 16:00
1010110.log:done with 1015510-2008-05-29 17:00
1205452.log:done with 1208945-2008-11-06 17:00
1209043.log:done with 1209531-2009-01-02 16:00
1209043.log:done with 1209531-2009-02-18 06:00
1209043.log:done with 1209531-2009-02-18 07:00
1210574.log:done with 1210716-2009-01-05 17:00
1210574.log:done with 1210716-2009-01-06 17:00
1210574.log:done with 1210716-2009-01-07 17:00
1210574.log:done with 1210716-2009-01-08 17:00
1210574.log:done with 1210716-2009-01-09 17:00
1210574.log:done with 1210716-2009-01-12 17:00
1210574.log:done with 1210716-2009-01-13 17:00
1210574.log:done with 1210716-2009-01-14 17:00
1210574.log:done with 1210716-2009-01-15 17:00
1210574.log:done with 1210716-2009-01-16 17:00
1210574.log:done with 1210716-2009-01-20 17:00
1210574.log:done with 1210716-2009-01-21 17:00
1210574.log:done with 1210716-2009-01-22 17:00
1210574.log:done with 1210716-2009-01-23 17:00
1210574.log:done with 1210716-2009-01-26 17:00
1210574.log:done with 1210716-2009-01-27 17:00
1210574.log:done with 1210716-2009-01-28 17:00
1210574.log:done with 1210716-2009-01-29 17:00
1210574.log:done with 1210716-2009-01-30 17:00
1210574.log:done with 1210716-2009-02-02 17:00
1210574.log:done with 1210716-2009-02-03 17:00
1210574.log:done with 1210716-2009-02-04 17:00
1210574.log:done with 1210716-2009-02-05 17:00
1210574.log:done with 1210716-2009-02-06 17:00
1210574.log:done with 1210716-2009-02-09 17:00
1210574.log:done with 1210716-2009-02-10 17:00
1210574.log:done with 1210716-2009-02-11 17:00
1210574.log:done with 1210716-2009-02-12 17:00
1210574.log:done with 1210716-2009-02-13 17:00
1210574.log:done with 1210716-2009-02-16 17:00
1210574.log:done with 1210716-2009-02-18 17:00
1210574.log:done with 1210716-2009-02-19 17:00
1210574.log:done with 1210716-2009-02-20 17:00
1210574.log:done with 1210716-2009-02-23 17:00
1210574.log:done with 1210716-2009-02-24 17:00
1210574.log:done with 1210716-2009-02-25 17:00
1210574.log:done with 1210716-2009-02-26 17:00
1210574.log:done with 1210716-2009-02-27 17:00
1210574.log:done with 1210716-2009-03-02 17:00
1210574.log:done with 1210716-2009-03-03 17:00
1210574.log:done with 1210716-2009-03-04 17:00
1210574.log:done with 1210716-2009-03-05 17:00
1210574.log:done with 1210716-2009-03-06 17:00
1210574.log:done with 1210716-2009-03-10 17:00
1211471.log:done with 1211515-2009-11-24 16:00
1211471.log:done with 1211515-2009-11-24 17:00
1211471.log:done with 1211515-2009-11-24 18:00
1211471.log:done with 1211515-2009-11-25 14:00
1211471.log:done with 1211515-2009-11-25 15:00
1211471.log:done with 1211515-2009-11-25 16:00
1211471.log:done with 1211515-2009-11-30 16:00
1211471.log:done with 1211515-2009-11-30 17:00
1211471.log:done with 1211515-2009-11-30 18:00
1211471.log:done with 1211515-2009-12-01 16:00
1211471.log:done with 1211515-2009-12-01 17:00
1211471.log:done with 1211515-2009-12-01 18:00
1211471.log:done with 1211515-2009-12-02 15:00
1211471.log:done with 1211515-2009-12-02 16:00
1211471.log:done with 1211515-2009-12-02 17:00
1211471.log:done with 1211515-2009-12-02 18:00
1211471.log:done with 1211515-2009-12-03 16:00
1211471.log:done with 1211515-2009-12-03 17:00
1211471.log:done with 1211515-2009-12-03 18:00
1211471.log:done with 1211515-2009-12-04 15:00
1211471.log:done with 1211515-2009-12-04 16:00
1211471.log:done with 1211515-2009-12-04 17:00
1211471.log:done with 1211515-2009-12-04 18:00
1211471.log:done with 1211515-2009-12-07 17:00
1211471.log:done with 1211515-2009-12-07 18:00
1211471.log:done with 1211515-2009-12-08 16:00
1211471.log:done with 1211515-2009-12-08 17:00
1211471.log:done with 1211515-2009-12-08 18:00
1211471.log:done with 1211515-2009-12-09 15:00
1211471.log:done with 1211515-2009-12-09 16:00
1211471.log:done with 1211515-2009-12-09 17:00
1211471.log:done with 1211515-2009-12-09 18:00
1211471.log:done with 1211515-2009-12-10 16:00
1211471.log:done with 1211515-2009-12-10 17:00
1211471.log:done with 1211515-2009-12-10 18:00
1211471.log:done with 1211515-2009-12-11 15:00
1211471.log:done with 1211515-2009-12-11 16:00
1211471.log:done with 1211515-2009-12-11 17:00
1211471.log:done with 1211515-2009-12-14 17:00
1211471.log:done with 1211515-2009-12-14 18:00
1211471.log:done with 1211515-2009-12-15 17:00
1211471.log:done with 1211515-2009-12-16 16:00
1211471.log:done with 1211515-2009-12-16 17:00
1211471.log:done with 1211515-2009-12-16 18:00
1211471.log:done with 1211528-2009-11-17 17:00
1211471.log:done with 1211515-2009-12-17 17:00
1211471.log:done with 1211528-2009-11-18 17:00
1211471.log:done with 1211515-2009-12-18 15:00
1211471.log:done with 1211528-2009-11-19 17:00
1211471.log:done with 1211515-2009-12-18 16:00
1211471.log:done with 1211528-2009-11-23 17:00
1211471.log:done with 1211515-2009-12-18 17:00
1211471.log:done with 1211528-2009-11-24 17:00
1211471.log:done with 1211515-2009-12-21 17:00
1211471.log:done with 1211528-2009-11-30 17:00
1211471.log:done with 1211515-2009-12-22 17:00
1211471.log:done with 1211528-2009-12-01 17:00
1211471.log:done with 1211515-2009-12-23 15:00
1211471.log:done with 1211528-2009-12-02 17:00
1211471.log:done with 1211515-2009-12-23 16:00
1211471.log:done with 1211528-2009-12-03 17:00
1211471.log:done with 1211515-2009-12-23 17:00
1211471.log:done with 1211515-2009-12-29 17:00
1212265.log:done with 1212348-2009-01-02 07:00
1212265.log:done with 1212347-2009-02-12 10:00
1212265.log:done with 1212348-2009-01-02 08:00
1212265.log:done with 1212348-2009-01-05 06:00
1212265.log:done with 1212348-2009-01-05 07:00
1212265.log:done with 1212348-2009-01-05 09:00
1212265.log:done with 1212348-2009-01-06 07:00
1212265.log:done with 1212348-2009-01-06 08:00
1212265.log:done with 1212348-2009-01-06 09:00
1212265.log:done with 1212348-2009-01-07 06:00
1212265.log:done with 1212348-2009-01-07 07:00
1212265.log:done with 1212348-2009-01-07 08:00
1212265.log:done with 1212348-2009-01-07 09:00
1212265.log:done with 1212348-2009-01-08 06:00
1212265.log:done with 1212348-2009-01-08 07:00
1212265.log:done with 1212348-2009-01-08 08:00
1212265.log:done with 1212348-2009-01-08 09:00
1212265.log:done with 1212348-2009-01-09 06:00
1212265.log:done with 1212348-2009-01-09 07:00
1212265.log:done with 1212348-2009-01-09 08:00
1212265.log:done with 1212348-2009-01-09 09:00
1212265.log:done with 1212348-2009-01-12 06:00
1212265.log:done with 1212348-2009-01-12 07:00
1212265.log:done with 1212348-2009-01-12 09:00
1212265.log:done with 1212348-2009-01-13 06:00
1212265.log:done with 1212348-2009-01-13 07:00
1212265.log:done with 1212348-2009-01-13 08:00
1212265.log:done with 1212348-2009-01-13 09:00
1212265.log:done with 1212348-2009-01-14 06:00
1212265.log:done with 1212348-2009-01-14 07:00
1212265.log:done with 1212348-2009-01-14 08:00
1212265.log:done with 1212348-2009-01-14 09:00
1212265.log:done with 1212348-2009-01-15 09:00
1212265.log:done with 1212348-2009-01-16 06:00
1212265.log:done with 1212348-2009-01-16 07:00
1212265.log:done with 1212348-2009-01-16 08:00
1212265.log:done with 1212348-2009-01-16 09:00
1212265.log:done with 1212348-2009-01-16 15:00
1212265.log:done with 1212348-2009-01-17 18:00
1212265.log:done with 1212348-2009-01-19 07:00
1212265.log:done with 1212348-2009-01-19 08:00
1212265.log:done with 1212348-2009-01-19 09:00
1212265.log:done with 1212348-2009-01-20 06:00
1212265.log:done with 1212348-2009-01-20 07:00
1212265.log:done with 1212348-2009-01-20 08:00
1212265.log:done with 1212348-2009-01-20 09:00
1212265.log:done with 1212348-2009-01-21 06:00
1212265.log:done with 1212348-2009-01-21 07:00
1212265.log:done with 1212348-2009-01-21 08:00
1212265.log:done with 1212348-2009-05-27 08:00
1212265.log:done with 1212348-2009-05-27 09:00
1212265.log:done with 1212348-2009-06-03 06:00
1212265.log:done with 1212348-2009-06-03 08:00
1212265.log:done with 1212348-2009-06-03 09:00
1212265.log:done with 1212348-2009-06-09 16:00
1212265.log:done with 1212348-2009-06-10 08:00
1212265.log:done with 1212348-2009-06-16 09:00
1212265.log:done with 1212348-2009-12-30 07:00
1212265.log:done with 1212348-2009-12-30 08:00
314821.log:done with 315060-2009-01-01 16:00
314821.log:done with 315060-2009-01-02 16:00
314821.log:done with 315060-2009-01-02 17:00
314821.log:done with 315060-2009-01-04 12:00
314821.log:done with 315060-2009-01-04 14:00
314821.log:done with 315060-2009-01-05 17:00
314821.log:done with 315060-2009-01-07 16:00
314821.log:done with 315060-2009-01-07 17:00
314821.log:done with 315060-2009-01-08 14:00
314821.log:done with 315060-2009-01-08 16:00
314821.log:done with 315060-2009-01-08 17:00
314821.log:done with 315060-2009-01-09 15:00
314821.log:done with 315060-2009-01-09 16:00
314821.log:done with 315060-2009-01-09 17:00
314821.log:done with 315060-2009-01-11 14:00
314821.log:done with 315060-2009-01-12 17:00
314821.log:done with 315060-2009-01-13 15:00
314821.log:done with 315060-2009-01-13 16:00
314821.log:done with 315060-2009-01-13 17:00
314821.log:done with 315060-2009-01-14 16:00
314821.log:done with 315060-2009-01-14 17:00
314821.log:done with 315060-2009-01-15 16:00
316605.log:done with 316856-2009-09-11 15:00
316605.log:done with 316862-2009-08-20 04:00
316605.log:done with 316856-2009-09-11 16:00
316605.log:done with 316862-2009-08-20 05:00
316605.log:done with 316862-2009-08-20 06:00
316605.log:done with 316856-2009-09-11 17:00
316605.log:done with 316862-2009-08-20 07:00
316605.log:done with 316862-2009-08-20 08:00
316605.log:done with 316862-2009-08-20 09:00
316605.log:done with 316862-2009-08-20 10:00
316605.log:done with 316862-2009-08-20 11:00
316605.log:done with 316862-2009-08-20 12:00
316605.log:done with 316862-2009-08-20 13:00
316605.log:done with 316862-2009-08-20 14:00
316605.log:done with 316862-2009-08-20 15:00
316605.log:done with 316862-2009-08-20 16:00
316605.log:done with 316862-2009-08-20 17:00
316605.log:done with 316862-2009-08-20 18:00
316605.log:done with 316862-2009-08-20 19:00
316605.log:done with 316862-2009-08-20 20:00
316605.log:done with 316862-2009-08-20 21:00
316605.log:done with 316862-2009-08-20 22:00
316605.log:done with 316862-2009-08-20 23:00
316605.log:done with 316862-2009-08-21 00:00
316605.log:done with 316862-2009-08-21 01:00
316605.log:done with 316862-2009-08-21 02:00
316605.log:done with 316862-2009-08-21 03:00
316605.log:done with 316862-2009-08-21 04:00
316605.log:done with 316862-2009-08-21 05:00
316605.log:done with 316862-2009-08-21 06:00
316605.log:done with 316862-2009-08-21 07:00
316605.log:done with 316862-2009-08-21 08:00
316605.log:done with 316862-2009-08-21 09:00
316605.log:done with 316862-2009-08-21 10:00
316605.log:done with 316862-2009-08-21 11:00
316605.log:done with 316862-2009-08-21 12:00
316605.log:done with 316862-2009-08-21 13:00
316605.log:done with 316862-2009-08-21 14:00
316605.log:done with 316862-2009-08-21 15:00
316605.log:done with 316862-2009-08-21 16:00
316605.log:done with 316862-2009-08-21 17:00
316605.log:done with 316862-2009-08-21 18:00
316605.log:done with 316862-2009-08-21 19:00
316605.log:done with 316862-2009-08-21 20:00
316605.log:done with 316862-2009-08-21 21:00
316605.log:done with 316862-2009-08-21 22:00
316605.log:done with 316862-2009-08-21 23:00
316605.log:done with 316862-2009-08-22 00:00
316605.log:done with 316862-2009-08-22 01:00
316605.log:done with 316862-2009-08-22 02:00
316605.log:done with 316862-2009-08-22 03:00
316605.log:done with 316862-2009-08-22 04:00
316605.log:done with 316862-2009-08-22 05:00
316605.log:done with 316862-2009-08-22 06:00
316605.log:done with 316862-2009-08-22 07:00
316605.log:done with 316862-2009-08-22 08:00
316605.log:done with 316862-2009-08-22 09:00
316605.log:done with 316862-2009-08-22 10:00
316605.log:done with 316862-2009-08-22 11:00
316605.log:done with 316862-2009-08-23 19:00
316605.log:done with 316862-2009-08-24 14:00
316605.log:done with 316862-2009-08-24 16:00
316605.log:done with 316862-2009-08-24 17:00
316605.log:done with 316862-2009-08-25 14:00
316605.log:done with 316862-2009-08-25 18:00
316605.log:done with 316916-2009-09-11 06:00
316605.log:done with 316928-2009-09-03 06:00
316605.log:done with 316922-2009-08-21 02:00
316605.log:done with 316916-2009-09-11 07:00
316605.log:done with 316922-2009-08-21 03:00
316605.log:done with 316928-2009-09-03 07:00
316605.log:done with 316916-2009-09-11 11:00
316605.log:done with 316922-2009-08-21 04:00
316605.log:done with 316928-2009-09-03 08:00
316605.log:done with 316916-2009-09-11 13:00
316605.log:done with 316928-2009-09-03 09:00
316605.log:done with 316922-2009-08-21 05:00
316605.log:done with 316928-2009-09-03 16:00
316605.log:done with 316928-2009-09-04 07:00
316605.log:done with 316928-2009-09-04 13:00
316605.log:done with 316928-2009-09-04 14:00
316605.log:done with 316928-2009-09-04 15:00
316605.log:done with 316928-2009-09-04 16:00
316605.log:done with 316928-2009-09-05 12:00
316605.log:done with 316928-2009-09-05 13:00
316605.log:done with 316928-2009-09-06 13:00
316605.log:done with 316928-2009-09-06 14:00
316605.log:done with 316928-2009-09-06 16:00
316605.log:done with 316928-2009-09-07 11:00
316605.log:done with 316928-2009-09-07 12:00
316605.log:done with 316928-2009-09-07 13:00
316605.log:done with 316928-2009-09-07 15:00
316605.log:done with 316928-2009-09-07 16:00
316605.log:done with 316928-2009-09-08 06:00
316605.log:done with 316928-2009-09-08 07:00
316605.log:done with 316928-2009-09-08 08:00
316605.log:done with 316928-2009-09-08 09:00
316605.log:done with 316928-2009-09-08 14:00
316605.log:done with 316928-2009-09-08 15:00
316605.log:done with 316928-2009-09-09 06:00
316605.log:done with 316928-2009-09-09 07:00
316605.log:done with 316928-2009-09-09 17:00
316605.log:done with 316928-2009-09-10 05:00
316605.log:done with 316928-2009-09-10 06:00
316605.log:done with 316928-2009-09-10 07:00
316605.log:done with 316928-2009-09-10 08:00
316605.log:done with 316928-2009-09-10 09:00
316605.log:done with 316928-2009-09-10 10:00
316605.log:done with 316928-2009-09-17 06:00
316605.log:done with 316928-2009-09-17 07:00
316605.log:done with 316928-2009-09-17 08:00
316605.log:done with 316928-2009-09-17 09:00
316605.log:done with 317042-2009-09-04 06:00
316605.log:done with 317042-2009-09-04 07:00
316605.log:done with 317042-2009-09-04 14:00
316605.log:done with 317042-2009-09-07 14:00
316605.log:done with 317042-2009-09-08 06:00
316605.log:done with 317042-2009-09-08 07:00
316605.log:done with 317042-2009-09-08 08:00
316605.log:done with 317042-2009-09-09 06:00
316605.log:done with 317042-2009-09-09 07:00
316605.log:done with 317042-2009-09-09 08:00
317044.log:done with 317146-2009-06-19 18:00
317044.log:done with 317146-2009-06-20 10:00
317044.log:done with 317146-2009-06-20 11:00
317044.log:done with 317146-2009-06-20 12:00
317044.log:done with 317146-2009-06-20 13:00
317044.log:done with 317146-2009-06-20 14:00
317044.log:done with 317146-2009-06-20 15:00
317044.log:done with 317146-2009-06-20 16:00
317044.log:done with 317146-2009-06-20 17:00
317044.log:done with 317146-2009-06-21 12:00
317044.log:done with 317146-2009-06-21 13:00
317044.log:done with 317146-2009-06-21 14:00
317044.log:done with 317146-2009-06-21 15:00
317044.log:done with 317146-2009-06-21 16:00
317044.log:done with 317146-2009-06-21 17:00
317044.log:done with 317146-2009-06-21 18:00
317044.log:done with 317146-2009-06-21 19:00
317044.log:done with 317146-2009-06-21 20:00
317044.log:done with 317146-2009-06-22 06:00
